Cause,time,est,Risk,CVDRx,LiverRx,estRx,Stage,Age
Other,0,0,Base case,0,0,0,F3,45
Other,0.4,0.12999999999999998,Base case,0,0,0.12999999999999998,F3,45
Other,0.8,0.30999999999999966,Base case,0,0,0.30999999999999966,F3,45
Other,1.2,0.41999999999999965,Base case,0,0,0.41999999999999965,F3,45
Other,1.6,0.5700000000000001,Base case,0,0,0.5700000000000001,F3,45
Other,2,0.7300000000000004,Base case,0,0,0.7300000000000004,F3,45
Other,2.4,0.9000000000000002,Base case,0,0,0.9000000000000002,F3,45
Other,2.8,1.0799999999999994,Base case,0,0,1.0799999999999994,F3,45
Other,3.2,1.289999999999998,Base case,0,0,1.289999999999998,F3,45
Other,3.6,1.509999999999997,Base case,0,0,1.509999999999997,F3,45
Other,4,1.7199999999999958,Base case,0,0,1.7199999999999958,F3,45
Other,4.4,1.9499999999999944,Base case,0,0,1.9499999999999944,F3,45
Other,4.8,2.2699999999999925,Base case,0,0,2.2699999999999925,F3,45
Other,5.2,2.4399999999999915,Base case,0,0,2.4399999999999915,F3,45
Other,5.6,2.5799999999999907,Base case,0,0,2.5799999999999907,F3,45
Other,6,2.849999999999989,Base case,0,0,2.849999999999989,F3,45
Other,6.4,3.1299999999999875,Base case,0,0,3.1299999999999875,F3,45
Other,6.8,3.4199999999999946,Base case,0,0,3.4199999999999946,F3,45
Other,7.2,3.820000000000004,Base case,0,0,3.820000000000004,F3,45
Other,7.6,4.10000000000001,Base case,0,0,4.10000000000001,F3,45
Other,8,4.380000000000017,Base case,0,0,4.380000000000017,F3,45
Other,8.4,4.770000000000026,Base case,0,0,4.770000000000026,F3,45
Other,8.8,5.010000000000033,Base case,0,0,5.010000000000033,F3,45
Other,9.2,5.420000000000043,Base case,0,0,5.420000000000043,F3,45
Other,9.6,5.8000000000000504,Base case,0,0,5.8000000000000504,F3,45
Other,10,6.220000000000059,Base case,0,0,6.220000000000059,F3,45
Liver,0,0,Base case,0,0,0,F3,45
Liver,0.4,0.22999999999999995,Base case,0,0,0.22999999999999995,F3,45
Liver,0.8,0.47999999999999987,Base case,0,0,0.47999999999999987,F3,45
Liver,1.2,0.6700000000000003,Base case,0,0,0.6700000000000003,F3,45
Liver,1.6,0.91,Base case,0,0,0.91,F3,45
Liver,2,1.0699999999999992,Base case,0,0,1.0699999999999992,F3,45
Liver,2.4,1.269999999999998,Base case,0,0,1.269999999999998,F3,45
Liver,2.8,1.4299999999999973,Base case,0,0,1.4299999999999973,F3,45
Liver,3.2,1.6299999999999961,Base case,0,0,1.6299999999999961,F3,45
Liver,3.6,1.8499999999999948,Base case,0,0,1.8499999999999948,F3,45
Liver,4,1.9999999999999938,Base case,0,0,1.9999999999999938,F3,45
Liver,4.4,2.2099999999999924,Base case,0,0,2.2099999999999924,F3,45
Liver,4.8,2.3799999999999915,Base case,0,0,2.3799999999999915,F3,45
Liver,5.2,2.61999999999999,Base case,0,0,2.61999999999999,F3,45
Liver,5.6,2.799999999999989,Base case,0,0,2.799999999999989,F3,45
Liver,6,2.939999999999988,Base case,0,0,2.939999999999988,F3,45
Liver,6.4,3.0899999999999874,Base case,0,0,3.0899999999999874,F3,45
Liver,6.8,3.30999999999999,Base case,0,0,3.30999999999999,F3,45
Liver,7.2,3.549999999999995,Base case,0,0,3.549999999999995,F3,45
Liver,7.6,3.7600000000000002,Base case,0,0,3.7600000000000002,F3,45
Liver,8,3.950000000000004,Base case,0,0,3.950000000000004,F3,45
Liver,8.4,4.090000000000008,Base case,0,0,4.090000000000008,F3,45
Liver,8.8,4.300000000000012,Base case,0,0,4.300000000000012,F3,45
Liver,9.2,4.490000000000016,Base case,0,0,4.490000000000016,F3,45
Liver,9.6,4.68000000000002,Base case,0,0,4.68000000000002,F3,45
Liver,10,4.880000000000025,Base case,0,0,4.880000000000025,F3,45
Other,0,0,Base case,0.95,0,0,F3,45
Other,0.4,0.12999999999999998,Base case,0.95,0,0.0494,F3,45
Other,0.8,0.30999999999999966,Base case,0.95,0,0.11779999999999989,F3,45
Other,1.2,0.41999999999999965,Base case,0.95,0,0.15959999999999985,F3,45
Other,1.6,0.5700000000000001,Base case,0.95,0,0.21660000000000004,F3,45
Other,2,0.7300000000000004,Base case,0.95,0,0.27740000000000015,F3,45
Other,2.4,0.9000000000000002,Base case,0.95,0,0.34200000000000014,F3,45
Other,2.8,1.0799999999999994,Base case,0.95,0,0.41039999999999976,F3,45
Other,3.2,1.289999999999998,Base case,0.95,0,0.4901999999999993,F3,45
Other,3.6,1.509999999999997,Base case,0.95,0,0.5737999999999989,F3,45
Other,4,1.7199999999999958,Base case,0.95,0,0.6535999999999984,F3,45
Other,4.4,1.9499999999999944,Base case,0.95,0,0.7409999999999979,F3,45
Other,4.8,2.2699999999999925,Base case,0.95,0,0.862599999999997,F3,45
Other,5.2,2.4399999999999915,Base case,0.95,0,0.9271999999999968,F3,45
Other,5.6,2.5799999999999907,Base case,0.95,0,0.9803999999999964,F3,45
Other,6,2.849999999999989,Base case,0.95,0,1.082999999999996,F3,45
Other,6.4,3.1299999999999875,Base case,0.95,0,1.1893999999999953,F3,45
Other,6.8,3.4199999999999946,Base case,0.95,0,1.299599999999998,F3,45
Other,7.2,3.820000000000004,Base case,0.95,0,1.4516000000000016,F3,45
Other,7.6,4.10000000000001,Base case,0.95,0,1.558000000000004,F3,45
Other,8,4.380000000000017,Base case,0.95,0,1.6644000000000065,F3,45
Other,8.4,4.770000000000026,Base case,0.95,0,1.81260000000001,F3,45
Other,8.8,5.010000000000033,Base case,0.95,0,1.9038000000000124,F3,45
Other,9.2,5.420000000000043,Base case,0.95,0,2.059600000000016,F3,45
Other,9.6,5.8000000000000504,Base case,0.95,0,2.2040000000000193,F3,45
Other,10,6.220000000000059,Base case,0.95,0,2.3636000000000226,F3,45
Liver,0,0,Base case,0.95,0,0,F3,45
Liver,0.4,0.22999999999999995,Base case,0.95,0,0.22999999999999995,F3,45
Liver,0.8,0.47999999999999987,Base case,0.95,0,0.47999999999999987,F3,45
Liver,1.2,0.6700000000000003,Base case,0.95,0,0.6700000000000003,F3,45
Liver,1.6,0.91,Base case,0.95,0,0.91,F3,45
Liver,2,1.0699999999999992,Base case,0.95,0,1.0699999999999992,F3,45
Liver,2.4,1.269999999999998,Base case,0.95,0,1.269999999999998,F3,45
Liver,2.8,1.4299999999999973,Base case,0.95,0,1.4299999999999973,F3,45
Liver,3.2,1.6299999999999961,Base case,0.95,0,1.6299999999999961,F3,45
Liver,3.6,1.8499999999999948,Base case,0.95,0,1.8499999999999948,F3,45
Liver,4,1.9999999999999938,Base case,0.95,0,1.9999999999999938,F3,45
Liver,4.4,2.2099999999999924,Base case,0.95,0,2.2099999999999924,F3,45
Liver,4.8,2.3799999999999915,Base case,0.95,0,2.3799999999999915,F3,45
Liver,5.2,2.61999999999999,Base case,0.95,0,2.61999999999999,F3,45
Liver,5.6,2.799999999999989,Base case,0.95,0,2.799999999999989,F3,45
Liver,6,2.939999999999988,Base case,0.95,0,2.939999999999988,F3,45
Liver,6.4,3.0899999999999874,Base case,0.95,0,3.0899999999999874,F3,45
Liver,6.8,3.30999999999999,Base case,0.95,0,3.30999999999999,F3,45
Liver,7.2,3.549999999999995,Base case,0.95,0,3.549999999999995,F3,45
Liver,7.6,3.7600000000000002,Base case,0.95,0,3.7600000000000002,F3,45
Liver,8,3.950000000000004,Base case,0.95,0,3.950000000000004,F3,45
Liver,8.4,4.090000000000008,Base case,0.95,0,4.090000000000008,F3,45
Liver,8.8,4.300000000000012,Base case,0.95,0,4.300000000000012,F3,45
Liver,9.2,4.490000000000016,Base case,0.95,0,4.490000000000016,F3,45
Liver,9.6,4.68000000000002,Base case,0.95,0,4.68000000000002,F3,45
Liver,10,4.880000000000025,Base case,0.95,0,4.880000000000025,F3,45
Other,0,0,Base case,0.9,0,0,F3,45
Other,0.4,0.12999999999999998,Base case,0.9,0,0.0468,F3,45
Other,0.8,0.30999999999999966,Base case,0.9,0,0.11159999999999992,F3,45
Other,1.2,0.41999999999999965,Base case,0.9,0,0.1511999999999999,F3,45
Other,1.6,0.5700000000000001,Base case,0.9,0,0.20520000000000005,F3,45
Other,2,0.7300000000000004,Base case,0.9,0,0.2628000000000002,F3,45
Other,2.4,0.9000000000000002,Base case,0.9,0,0.3240000000000001,F3,45
Other,2.8,1.0799999999999994,Base case,0.9,0,0.38879999999999976,F3,45
Other,3.2,1.289999999999998,Base case,0.9,0,0.46439999999999937,F3,45
Other,3.6,1.509999999999997,Base case,0.9,0,0.543599999999999,F3,45
Other,4,1.7199999999999958,Base case,0.9,0,0.6191999999999985,F3,45
Other,4.4,1.9499999999999944,Base case,0.9,0,0.7019999999999981,F3,45
Other,4.8,2.2699999999999925,Base case,0.9,0,0.8171999999999973,F3,45
Other,5.2,2.4399999999999915,Base case,0.9,0,0.8783999999999971,F3,45
Other,5.6,2.5799999999999907,Base case,0.9,0,0.9287999999999966,F3,45
Other,6,2.849999999999989,Base case,0.9,0,1.0259999999999962,F3,45
Other,6.4,3.1299999999999875,Base case,0.9,0,1.1267999999999956,F3,45
Other,6.8,3.4199999999999946,Base case,0.9,0,1.231199999999998,F3,45
Other,7.2,3.820000000000004,Base case,0.9,0,1.3752000000000013,F3,45
Other,7.6,4.10000000000001,Base case,0.9,0,1.476000000000004,F3,45
Other,8,4.380000000000017,Base case,0.9,0,1.5768000000000064,F3,45
Other,8.4,4.770000000000026,Base case,0.9,0,1.7172000000000096,F3,45
Other,8.8,5.010000000000033,Base case,0.9,0,1.8036000000000119,F3,45
Other,9.2,5.420000000000043,Base case,0.9,0,1.9512000000000154,F3,45
Other,9.6,5.8000000000000504,Base case,0.9,0,2.0880000000000183,F3,45
Other,10,6.220000000000059,Base case,0.9,0,2.239200000000021,F3,45
Liver,0,0,Base case,0.9,0,0,F3,45
Liver,0.4,0.22999999999999995,Base case,0.9,0,0.22999999999999995,F3,45
Liver,0.8,0.47999999999999987,Base case,0.9,0,0.47999999999999987,F3,45
Liver,1.2,0.6700000000000003,Base case,0.9,0,0.6700000000000003,F3,45
Liver,1.6,0.91,Base case,0.9,0,0.91,F3,45
Liver,2,1.0699999999999992,Base case,0.9,0,1.0699999999999992,F3,45
Liver,2.4,1.269999999999998,Base case,0.9,0,1.269999999999998,F3,45
Liver,2.8,1.4299999999999973,Base case,0.9,0,1.4299999999999973,F3,45
Liver,3.2,1.6299999999999961,Base case,0.9,0,1.6299999999999961,F3,45
Liver,3.6,1.8499999999999948,Base case,0.9,0,1.8499999999999948,F3,45
Liver,4,1.9999999999999938,Base case,0.9,0,1.9999999999999938,F3,45
Liver,4.4,2.2099999999999924,Base case,0.9,0,2.2099999999999924,F3,45
Liver,4.8,2.3799999999999915,Base case,0.9,0,2.3799999999999915,F3,45
Liver,5.2,2.61999999999999,Base case,0.9,0,2.61999999999999,F3,45
Liver,5.6,2.799999999999989,Base case,0.9,0,2.799999999999989,F3,45
Liver,6,2.939999999999988,Base case,0.9,0,2.939999999999988,F3,45
Liver,6.4,3.0899999999999874,Base case,0.9,0,3.0899999999999874,F3,45
Liver,6.8,3.30999999999999,Base case,0.9,0,3.30999999999999,F3,45
Liver,7.2,3.549999999999995,Base case,0.9,0,3.549999999999995,F3,45
Liver,7.6,3.7600000000000002,Base case,0.9,0,3.7600000000000002,F3,45
Liver,8,3.950000000000004,Base case,0.9,0,3.950000000000004,F3,45
Liver,8.4,4.090000000000008,Base case,0.9,0,4.090000000000008,F3,45
Liver,8.8,4.300000000000012,Base case,0.9,0,4.300000000000012,F3,45
Liver,9.2,4.490000000000016,Base case,0.9,0,4.490000000000016,F3,45
Liver,9.6,4.68000000000002,Base case,0.9,0,4.68000000000002,F3,45
Liver,10,4.880000000000025,Base case,0.9,0,4.880000000000025,F3,45
Other,0,0,Base case,0.85,0,0,F3,45
Other,0.4,0.12999999999999998,Base case,0.85,0,0.044199999999999996,F3,45
Other,0.8,0.30999999999999966,Base case,0.85,0,0.1053999999999999,F3,45
Other,1.2,0.41999999999999965,Base case,0.85,0,0.14279999999999987,F3,45
Other,1.6,0.5700000000000001,Base case,0.85,0,0.19380000000000003,F3,45
Other,2,0.7300000000000004,Base case,0.85,0,0.24820000000000014,F3,45
Other,2.4,0.9000000000000002,Base case,0.85,0,0.3060000000000001,F3,45
Other,2.8,1.0799999999999994,Base case,0.85,0,0.36719999999999975,F3,45
Other,3.2,1.289999999999998,Base case,0.85,0,0.43859999999999943,F3,45
Other,3.6,1.509999999999997,Base case,0.85,0,0.513399999999999,F3,45
Other,4,1.7199999999999958,Base case,0.85,0,0.5847999999999987,F3,45
Other,4.4,1.9499999999999944,Base case,0.85,0,0.6629999999999981,F3,45
Other,4.8,2.2699999999999925,Base case,0.85,0,0.7717999999999974,F3,45
Other,5.2,2.4399999999999915,Base case,0.85,0,0.8295999999999972,F3,45
Other,5.6,2.5799999999999907,Base case,0.85,0,0.8771999999999969,F3,45
Other,6,2.849999999999989,Base case,0.85,0,0.9689999999999963,F3,45
Other,6.4,3.1299999999999875,Base case,0.85,0,1.0641999999999958,F3,45
Other,6.8,3.4199999999999946,Base case,0.85,0,1.1627999999999983,F3,45
Other,7.2,3.820000000000004,Base case,0.85,0,1.2988000000000013,F3,45
Other,7.6,4.10000000000001,Base case,0.85,0,1.3940000000000037,F3,45
Other,8,4.380000000000017,Base case,0.85,0,1.489200000000006,F3,45
Other,8.4,4.770000000000026,Base case,0.85,0,1.621800000000009,F3,45
Other,8.8,5.010000000000033,Base case,0.85,0,1.7034000000000111,F3,45
Other,9.2,5.420000000000043,Base case,0.85,0,1.8428000000000146,F3,45
Other,9.6,5.8000000000000504,Base case,0.85,0,1.972000000000017,F3,45
Other,10,6.220000000000059,Base case,0.85,0,2.11480000000002,F3,45
Liver,0,0,Base case,0.85,0,0,F3,45
Liver,0.4,0.22999999999999995,Base case,0.85,0,0.22999999999999995,F3,45
Liver,0.8,0.47999999999999987,Base case,0.85,0,0.47999999999999987,F3,45
Liver,1.2,0.6700000000000003,Base case,0.85,0,0.6700000000000003,F3,45
Liver,1.6,0.91,Base case,0.85,0,0.91,F3,45
Liver,2,1.0699999999999992,Base case,0.85,0,1.0699999999999992,F3,45
Liver,2.4,1.269999999999998,Base case,0.85,0,1.269999999999998,F3,45
Liver,2.8,1.4299999999999973,Base case,0.85,0,1.4299999999999973,F3,45
Liver,3.2,1.6299999999999961,Base case,0.85,0,1.6299999999999961,F3,45
Liver,3.6,1.8499999999999948,Base case,0.85,0,1.8499999999999948,F3,45
Liver,4,1.9999999999999938,Base case,0.85,0,1.9999999999999938,F3,45
Liver,4.4,2.2099999999999924,Base case,0.85,0,2.2099999999999924,F3,45
Liver,4.8,2.3799999999999915,Base case,0.85,0,2.3799999999999915,F3,45
Liver,5.2,2.61999999999999,Base case,0.85,0,2.61999999999999,F3,45
Liver,5.6,2.799999999999989,Base case,0.85,0,2.799999999999989,F3,45
Liver,6,2.939999999999988,Base case,0.85,0,2.939999999999988,F3,45
Liver,6.4,3.0899999999999874,Base case,0.85,0,3.0899999999999874,F3,45
Liver,6.8,3.30999999999999,Base case,0.85,0,3.30999999999999,F3,45
Liver,7.2,3.549999999999995,Base case,0.85,0,3.549999999999995,F3,45
Liver,7.6,3.7600000000000002,Base case,0.85,0,3.7600000000000002,F3,45
Liver,8,3.950000000000004,Base case,0.85,0,3.950000000000004,F3,45
Liver,8.4,4.090000000000008,Base case,0.85,0,4.090000000000008,F3,45
Liver,8.8,4.300000000000012,Base case,0.85,0,4.300000000000012,F3,45
Liver,9.2,4.490000000000016,Base case,0.85,0,4.490000000000016,F3,45
Liver,9.6,4.68000000000002,Base case,0.85,0,4.68000000000002,F3,45
Liver,10,4.880000000000025,Base case,0.85,0,4.880000000000025,F3,45
Other,0,0,Base case,1,0.1,0,F3,45
Other,0.4,0.12999999999999998,Base case,1,0.1,0.052,F3,45
Other,0.8,0.30999999999999966,Base case,1,0.1,0.12399999999999989,F3,45
Other,1.2,0.41999999999999965,Base case,1,0.1,0.16799999999999984,F3,45
Other,1.6,0.5700000000000001,Base case,1,0.1,0.22800000000000004,F3,45
Other,2,0.7300000000000004,Base case,1,0.1,0.2920000000000002,F3,45
Other,2.4,0.9000000000000002,Base case,1,0.1,0.3600000000000001,F3,45
Other,2.8,1.0799999999999994,Base case,1,0.1,0.4319999999999997,F3,45
Other,3.2,1.289999999999998,Base case,1,0.1,0.5159999999999992,F3,45
Other,3.6,1.509999999999997,Base case,1,0.1,0.6039999999999988,F3,45
Other,4,1.7199999999999958,Base case,1,0.1,0.6879999999999984,F3,45
Other,4.4,1.9499999999999944,Base case,1,0.1,0.7799999999999978,F3,45
Other,4.8,2.2699999999999925,Base case,1,0.1,0.907999999999997,F3,45
Other,5.2,2.4399999999999915,Base case,1,0.1,0.9759999999999966,F3,45
Other,5.6,2.5799999999999907,Base case,1,0.1,1.0319999999999963,F3,45
Other,6,2.849999999999989,Base case,1,0.1,1.1399999999999957,F3,45
Other,6.4,3.1299999999999875,Base case,1,0.1,1.2519999999999951,F3,45
Other,6.8,3.4199999999999946,Base case,1,0.1,1.3679999999999979,F3,45
Other,7.2,3.820000000000004,Base case,1,0.1,1.5280000000000016,F3,45
Other,7.6,4.10000000000001,Base case,1,0.1,1.6400000000000043,F3,45
Other,8,4.380000000000017,Base case,1,0.1,1.752000000000007,F3,45
Other,8.4,4.770000000000026,Base case,1,0.1,1.9080000000000108,F3,45
Other,8.8,5.010000000000033,Base case,1,0.1,2.004000000000013,F3,45
Other,9.2,5.420000000000043,Base case,1,0.1,2.168000000000017,F3,45
Other,9.6,5.8000000000000504,Base case,1,0.1,2.3200000000000203,F3,45
Other,10,6.220000000000059,Base case,1,0.1,2.488000000000024,F3,45
Liver,0,0,Base case,1,0.1,0,F3,45
Liver,0.4,0.22999999999999995,Base case,1,0.1,0.207,F3,45
Liver,0.8,0.47999999999999987,Base case,1,0.1,0.43199999999999994,F3,45
Liver,1.2,0.6700000000000003,Base case,1,0.1,0.6030000000000002,F3,45
Liver,1.6,0.91,Base case,1,0.1,0.8190000000000001,F3,45
Liver,2,1.0699999999999992,Base case,1,0.1,0.9629999999999993,F3,45
Liver,2.4,1.269999999999998,Base case,1,0.1,1.1429999999999982,F3,45
Liver,2.8,1.4299999999999973,Base case,1,0.1,1.2869999999999975,F3,45
Liver,3.2,1.6299999999999961,Base case,1,0.1,1.4669999999999965,F3,45
Liver,3.6,1.8499999999999948,Base case,1,0.1,1.6649999999999954,F3,45
Liver,4,1.9999999999999938,Base case,1,0.1,1.7999999999999943,F3,45
Liver,4.4,2.2099999999999924,Base case,1,0.1,1.9889999999999932,F3,45
Liver,4.8,2.3799999999999915,Base case,1,0.1,2.1419999999999924,F3,45
Liver,5.2,2.61999999999999,Base case,1,0.1,2.357999999999991,F3,45
Liver,5.6,2.799999999999989,Base case,1,0.1,2.51999999999999,F3,45
Liver,6,2.939999999999988,Base case,1,0.1,2.6459999999999892,F3,45
Liver,6.4,3.0899999999999874,Base case,1,0.1,2.7809999999999886,F3,45
Liver,6.8,3.30999999999999,Base case,1,0.1,2.978999999999991,F3,45
Liver,7.2,3.549999999999995,Base case,1,0.1,3.194999999999996,F3,45
Liver,7.6,3.7600000000000002,Base case,1,0.1,3.3840000000000003,F3,45
Liver,8,3.950000000000004,Base case,1,0.1,3.555000000000004,F3,45
Liver,8.4,4.090000000000008,Base case,1,0.1,3.681000000000007,F3,45
Liver,8.8,4.300000000000012,Base case,1,0.1,3.8700000000000108,F3,45
Liver,9.2,4.490000000000016,Base case,1,0.1,4.041000000000015,F3,45
Liver,9.6,4.68000000000002,Base case,1,0.1,4.212000000000018,F3,45
Liver,10,4.880000000000025,Base case,1,0.1,4.3920000000000226,F3,45
Other,0,0,Base case,1,0.2,0,F3,45
Other,0.4,0.12999999999999998,Base case,1,0.2,0.052,F3,45
Other,0.8,0.30999999999999966,Base case,1,0.2,0.12399999999999989,F3,45
Other,1.2,0.41999999999999965,Base case,1,0.2,0.16799999999999984,F3,45
Other,1.6,0.5700000000000001,Base case,1,0.2,0.22800000000000004,F3,45
Other,2,0.7300000000000004,Base case,1,0.2,0.2920000000000002,F3,45
Other,2.4,0.9000000000000002,Base case,1,0.2,0.3600000000000001,F3,45
Other,2.8,1.0799999999999994,Base case,1,0.2,0.4319999999999997,F3,45
Other,3.2,1.289999999999998,Base case,1,0.2,0.5159999999999992,F3,45
Other,3.6,1.509999999999997,Base case,1,0.2,0.6039999999999988,F3,45
Other,4,1.7199999999999958,Base case,1,0.2,0.6879999999999984,F3,45
Other,4.4,1.9499999999999944,Base case,1,0.2,0.7799999999999978,F3,45
Other,4.8,2.2699999999999925,Base case,1,0.2,0.907999999999997,F3,45
Other,5.2,2.4399999999999915,Base case,1,0.2,0.9759999999999966,F3,45
Other,5.6,2.5799999999999907,Base case,1,0.2,1.0319999999999963,F3,45
Other,6,2.849999999999989,Base case,1,0.2,1.1399999999999957,F3,45
Other,6.4,3.1299999999999875,Base case,1,0.2,1.2519999999999951,F3,45
Other,6.8,3.4199999999999946,Base case,1,0.2,1.3679999999999979,F3,45
Other,7.2,3.820000000000004,Base case,1,0.2,1.5280000000000016,F3,45
Other,7.6,4.10000000000001,Base case,1,0.2,1.6400000000000043,F3,45
Other,8,4.380000000000017,Base case,1,0.2,1.752000000000007,F3,45
Other,8.4,4.770000000000026,Base case,1,0.2,1.9080000000000108,F3,45
Other,8.8,5.010000000000033,Base case,1,0.2,2.004000000000013,F3,45
Other,9.2,5.420000000000043,Base case,1,0.2,2.168000000000017,F3,45
Other,9.6,5.8000000000000504,Base case,1,0.2,2.3200000000000203,F3,45
Other,10,6.220000000000059,Base case,1,0.2,2.488000000000024,F3,45
Liver,0,0,Base case,1,0.2,0,F3,45
Liver,0.4,0.22999999999999995,Base case,1,0.2,0.18399999999999997,F3,45
Liver,0.8,0.47999999999999987,Base case,1,0.2,0.3839999999999999,F3,45
Liver,1.2,0.6700000000000003,Base case,1,0.2,0.5360000000000003,F3,45
Liver,1.6,0.91,Base case,1,0.2,0.7280000000000001,F3,45
Liver,2,1.0699999999999992,Base case,1,0.2,0.8559999999999993,F3,45
Liver,2.4,1.269999999999998,Base case,1,0.2,1.0159999999999985,F3,45
Liver,2.8,1.4299999999999973,Base case,1,0.2,1.143999999999998,F3,45
Liver,3.2,1.6299999999999961,Base case,1,0.2,1.3039999999999967,F3,45
Liver,3.6,1.8499999999999948,Base case,1,0.2,1.479999999999996,F3,45
Liver,4,1.9999999999999938,Base case,1,0.2,1.5999999999999952,F3,45
Liver,4.4,2.2099999999999924,Base case,1,0.2,1.7679999999999942,F3,45
Liver,4.8,2.3799999999999915,Base case,1,0.2,1.9039999999999933,F3,45
Liver,5.2,2.61999999999999,Base case,1,0.2,2.095999999999992,F3,45
Liver,5.6,2.799999999999989,Base case,1,0.2,2.2399999999999913,F3,45
Liver,6,2.939999999999988,Base case,1,0.2,2.3519999999999905,F3,45
Liver,6.4,3.0899999999999874,Base case,1,0.2,2.4719999999999898,F3,45
Liver,6.8,3.30999999999999,Base case,1,0.2,2.647999999999992,F3,45
Liver,7.2,3.549999999999995,Base case,1,0.2,2.839999999999996,F3,45
Liver,7.6,3.7600000000000002,Base case,1,0.2,3.0080000000000005,F3,45
Liver,8,3.950000000000004,Base case,1,0.2,3.1600000000000037,F3,45
Liver,8.4,4.090000000000008,Base case,1,0.2,3.272000000000006,F3,45
Liver,8.8,4.300000000000012,Base case,1,0.2,3.4400000000000097,F3,45
