Cause,time,est,Risk,LiverRx,estRx,Stage,Age
Decompensation,0,0,Base case,0,0,F4,45
Decompensation,0.4,1.0699999999999992,Base case,0,1.0699999999999992,F4,45
Decompensation,0.8,2.1599999999999953,Base case,0,2.1599999999999953,F4,45
Decompensation,1.2,2.9199999999999915,Base case,0,2.9199999999999915,F4,45
Decompensation,1.6,3.9900000000000007,Base case,0,3.9900000000000007,F4,45
Decompensation,2,5.130000000000015,Base case,0,5.130000000000015,F4,45
Decompensation,2.4,5.970000000000029,Base case,0,5.970000000000029,F4,45
Decompensation,2.8,6.830000000000047,Base case,0,6.830000000000047,F4,45
Decompensation,3.2,7.61000000000007,Base case,0,7.61000000000007,F4,45
Decompensation,3.6,8.60000000000009,Base case,0,8.60000000000009,F4,45
Decompensation,4,9.420000000000114,Base case,0,9.420000000000114,F4,45
Decompensation,4.4,10.08000000000013,Base case,0,10.08000000000013,F4,45
Decompensation,4.8,11.030000000000149,Base case,0,11.030000000000149,F4,45
Decompensation,5.2,11.950000000000175,Base case,0,11.950000000000175,F4,45
Decompensation,5.6,12.850000000000167,Base case,0,12.850000000000167,F4,45
Decompensation,6,13.710000000000111,Base case,0,13.710000000000111,F4,45
Decompensation,6.4,14.49000000000008,Base case,0,14.49000000000008,F4,45
Decompensation,6.8,15.130000000000035,Base case,0,15.130000000000035,F4,45
Decompensation,7.2,15.86999999999999,Base case,0,15.86999999999999,F4,45
Decompensation,7.6,16.55999999999995,Base case,0,16.55999999999995,F4,45
Decompensation,8,17.23999999999991,Base case,0,17.23999999999991,F4,45
Decompensation,8.4,18.109999999999868,Base case,0,18.109999999999868,F4,45
Decompensation,8.8,18.839999999999844,Base case,0,18.839999999999844,F4,45
Decompensation,9.2,19.60999999999979,Base case,0,19.60999999999979,F4,45
Decompensation,9.6,20.38999999999975,Base case,0,20.38999999999975,F4,45
Decompensation,10,21.01999999999971,Base case,0,21.01999999999971,F4,45
HCC,0,0,Base case,0,0,F4,45
HCC,0.4,0.39999999999999974,Base case,0,0.39999999999999974,F4,45
HCC,0.8,0.8300000000000002,Base case,0,0.8300000000000002,F4,45
HCC,1.2,1.2299999999999984,Base case,0,1.2299999999999984,F4,45
HCC,1.6,1.5799999999999974,Base case,0,1.5799999999999974,F4,45
HCC,2,1.9799999999999949,Base case,0,1.9799999999999949,F4,45
HCC,2.4,2.3399999999999928,Base case,0,2.3399999999999928,F4,45
HCC,2.8,2.629999999999991,Base case,0,2.629999999999991,F4,45
HCC,3.2,2.9099999999999895,Base case,0,2.9099999999999895,F4,45
HCC,3.6,3.3199999999999923,Base case,0,3.3199999999999923,F4,45
HCC,4,3.63,Base case,0,3.63,F4,45
HCC,4.4,4.030000000000009,Base case,0,4.030000000000009,F4,45
HCC,4.8,4.370000000000019,Base case,0,4.370000000000019,F4,45
HCC,5.2,4.630000000000025,Base case,0,4.630000000000025,F4,45
HCC,5.6,4.950000000000033,Base case,0,4.950000000000033,F4,45
HCC,6,5.180000000000039,Base case,0,5.180000000000039,F4,45
HCC,6.4,5.460000000000045,Base case,0,5.460000000000045,F4,45
HCC,6.8,5.820000000000053,Base case,0,5.820000000000053,F4,45
HCC,7.2,6.050000000000059,Base case,0,6.050000000000059,F4,45
HCC,7.6,6.420000000000067,Base case,0,6.420000000000067,F4,45
HCC,8,6.6000000000000725,Base case,0,6.6000000000000725,F4,45
HCC,8.4,6.84000000000008,Base case,0,6.84000000000008,F4,45
HCC,8.8,7.140000000000087,Base case,0,7.140000000000087,F4,45
HCC,9.2,7.490000000000096,Base case,0,7.490000000000096,F4,45
HCC,9.6,7.780000000000105,Base case,0,7.780000000000105,F4,45
HCC,10,8.050000000000113,Base case,0,8.050000000000113,F4,45
Decompensation,0,0,Base case,0.1,0,F4,45
Decompensation,0.4,1.0699999999999992,Base case,0.1,0.9629999999999993,F4,45
Decompensation,0.8,2.1599999999999953,Base case,0.1,1.9439999999999957,F4,45
Decompensation,1.2,2.9199999999999915,Base case,0.1,2.6279999999999926,F4,45
Decompensation,1.6,3.9900000000000007,Base case,0.1,3.5910000000000006,F4,45
Decompensation,2,5.130000000000015,Base case,0.1,4.617000000000013,F4,45
Decompensation,2.4,5.970000000000029,Base case,0.1,5.373000000000026,F4,45
Decompensation,2.8,6.830000000000047,Base case,0.1,6.147000000000043,F4,45
Decompensation,3.2,7.61000000000007,Base case,0.1,6.849000000000063,F4,45
Decompensation,3.6,8.60000000000009,Base case,0.1,7.740000000000082,F4,45
Decompensation,4,9.420000000000114,Base case,0.1,8.478000000000103,F4,45
Decompensation,4.4,10.08000000000013,Base case,0.1,9.072000000000118,F4,45
Decompensation,4.8,11.030000000000149,Base case,0.1,9.927000000000135,F4,45
Decompensation,5.2,11.950000000000175,Base case,0.1,10.755000000000157,F4,45
Decompensation,5.6,12.850000000000167,Base case,0.1,11.56500000000015,F4,45
Decompensation,6,13.710000000000111,Base case,0.1,12.3390000000001,F4,45
Decompensation,6.4,14.49000000000008,Base case,0.1,13.041000000000071,F4,45
Decompensation,6.8,15.130000000000035,Base case,0.1,13.617000000000031,F4,45
