Cause,time,est,Risk,CVDRx,LiverRx,estRx,Stage,Age
Liver,10,4.880000000000025,Base case,1.1,0.4,2.9280000000000146,F3,45
Other,10,6.220000000000059,Base case,1.05,0.5,2.612400000000025,F3,45
Liver,10,4.880000000000025,Base case,1.05,0.5,2.4400000000000124,F3,45
Other,10,6.220000000000059,Base case,1.1,0.6,2.7368000000000263,F3,45
Liver,10,4.880000000000025,Base case,1.1,0.6,1.95200000000001,F3,45
Other,10,6.220000000000059,Base case,1.1,0.7,2.7368000000000263,F3,45
Liver,10,4.880000000000025,Base case,1.1,0.7,1.4640000000000077,F3,45
Other,10,16.71999999999999,Base case,0,0,16.71999999999999,F3,55
Liver,10,4.460000000000015,Base case,0,0,4.460000000000015,F3,55
Other,10,16.71999999999999,Base case,0.95,0,6.353599999999998,F3,55
Liver,10,4.460000000000015,Base case,0.95,0,4.460000000000015,F3,55
Other,10,16.71999999999999,Base case,0.9,0,6.019199999999998,F3,55
Liver,10,4.460000000000015,Base case,0.9,0,4.460000000000015,F3,55
Other,10,16.71999999999999,Base case,0.85,0,5.684799999999998,F3,55
Liver,10,4.460000000000015,Base case,0.85,0,4.460000000000015,F3,55
Other,10,16.71999999999999,Base case,1,0.1,6.687999999999998,F3,55
Liver,10,4.460000000000015,Base case,1,0.1,4.0140000000000144,F3,55
Other,10,16.71999999999999,Base case,1,0.2,6.687999999999998,F3,55
Liver,10,4.460000000000015,Base case,1,0.2,3.568000000000012,F3,55
Other,10,16.71999999999999,Base case,1,0.3,6.687999999999998,F3,55
Liver,10,4.460000000000015,Base case,1,0.3,3.1220000000000105,F3,55
Other,10,16.71999999999999,Base case,1,0.4,6.687999999999998,F3,55
Liver,10,4.460000000000015,Base case,1,0.4,2.6760000000000095,F3,55
Other,10,16.71999999999999,Base case,1,0.5,6.687999999999998,F3,55
Liver,10,4.460000000000015,Base case,1,0.5,2.2300000000000075,F3,55
Other,10,16.71999999999999,Base case,1,0.6,6.687999999999998,F3,55
Liver,10,4.460000000000015,Base case,1,0.6,1.784000000000006,F3,55
Other,10,16.71999999999999,Base case,1,0.7,6.687999999999998,F3,55
Liver,10,4.460000000000015,Base case,1,0.7,1.3380000000000047,F3,55
Other,10,16.71999999999999,Base case,0.95,0.1,6.353599999999998,F3,55
Liver,10,4.460000000000015,Base case,0.95,0.1,4.0140000000000144,F3,55
Other,10,16.71999999999999,Base case,0.95,0.2,6.353599999999998,F3,55
Liver,10,4.460000000000015,Base case,0.95,0.2,3.568000000000012,F3,55
Other,10,16.71999999999999,Base case,0.95,0.3,6.353599999999998,F3,55
Liver,10,4.460000000000015,Base case,0.95,0.3,3.1220000000000105,F3,55
Other,10,16.71999999999999,Base case,0.95,0.4,6.353599999999998,F3,55
Liver,10,4.460000000000015,Base case,0.95,0.4,2.6760000000000095,F3,55
Other,10,16.71999999999999,Base case,0.95,0.5,6.353599999999998,F3,55
Liver,10,4.460000000000015,Base case,0.95,0.5,2.2300000000000075,F3,55
Other,10,16.71999999999999,Base case,0.95,0.6,6.353599999999998,F3,55
Liver,10,4.460000000000015,Base case,0.95,0.6,1.784000000000006,F3,55
Other,10,16.71999999999999,Base case,0.95,0.7,6.353599999999998,F3,55
Liver,10,4.460000000000015,Base case,0.95,0.7,1.3380000000000047,F3,55
Other,10,16.71999999999999,Base case,0.9,0.1,6.019199999999998,F3,55
Liver,10,4.460000000000015,Base case,0.9,0.1,4.0140000000000144,F3,55
Other,10,16.71999999999999,Base case,0.9,0.2,6.019199999999998,F3,55
Liver,10,4.460000000000015,Base case,0.9,0.2,3.568000000000012,F3,55
Other,10,16.71999999999999,Base case,0.9,0.3,6.019199999999998,F3,55
Liver,10,4.460000000000015,Base case,0.9,0.3,3.1220000000000105,F3,55
Other,10,16.71999999999999,Base case,0.9,0.4,6.019199999999998,F3,55
Liver,10,4.460000000000015,Base case,0.9,0.4,2.6760000000000095,F3,55
Other,10,16.71999999999999,Base case,0.9,0.5,6.019199999999998,F3,55
Liver,10,4.460000000000015,Base case,0.9,0.5,2.2300000000000075,F3,55
Other,10,16.71999999999999,Base case,0.9,0.6,6.019199999999998,F3,55
Liver,10,4.460000000000015,Base case,0.9,0.6,1.784000000000006,F3,55
Other,10,16.71999999999999,Base case,0.9,0.7,6.019199999999998,F3,55
Liver,10,4.460000000000015,Base case,0.9,0.7,1.3380000000000047,F3,55
Other,10,16.71999999999999,Base case,0.85,0.1,5.684799999999998,F3,55
Liver,10,4.460000000000015,Base case,0.85,0.1,4.0140000000000144,F3,55
Other,10,16.71999999999999,Base case,0.85,0.2,5.684799999999998,F3,55
Liver,10,4.460000000000015,Base case,0.85,0.2,3.568000000000012,F3,55
Other,10,16.71999999999999,Base case,0.85,0.3,5.684799999999998,F3,55
Liver,10,4.460000000000015,Base case,0.85,0.3,3.1220000000000105,F3,55
Other,10,16.71999999999999,Base case,0.85,0.4,5.684799999999998,F3,55
Liver,10,4.460000000000015,Base case,0.85,0.4,2.6760000000000095,F3,55
Other,10,16.71999999999999,Base case,0.85,0.5,5.684799999999998,F3,55
Liver,10,4.460000000000015,Base case,0.85,0.5,2.2300000000000075,F3,55
Other,10,16.71999999999999,Base case,0.85,0.6,5.684799999999998,F3,55
Liver,10,4.460000000000015,Base case,0.85,0.6,1.784000000000006,F3,55
Other,10,16.71999999999999,Base case,0.85,0.7,5.684799999999998,F3,55
Liver,10,4.460000000000015,Base case,0.85,0.7,1.3380000000000047,F3,55
Other,10,16.71999999999999,Base case,1.05,0.1,7.022399999999998,F3,55
Liver,10,4.460000000000015,Base case,1.05,0.1,4.0140000000000144,F3,55
Other,10,16.71999999999999,Base case,1.05,0.2,7.022399999999998,F3,55
Liver,10,4.460000000000015,Base case,1.05,0.2,3.568000000000012,F3,55
Other,10,16.71999999999999,Base case,1.05,0.3,7.022399999999998,F3,55
Liver,10,4.460000000000015,Base case,1.05,0.3,3.1220000000000105,F3,55
Other,10,16.71999999999999,Base case,1.05,0.4,7.022399999999998,F3,55
Liver,10,4.460000000000015,Base case,1.05,0.4,2.6760000000000095,F3,55
Other,10,16.71999999999999,Base case,1.1,0.5,7.356799999999998,F3,55
Liver,10,4.460000000000015,Base case,1.1,0.5,2.2300000000000075,F3,55
Other,10,16.71999999999999,Base case,1.05,0.6,7.022399999999998,F3,55
Liver,10,4.460000000000015,Base case,1.05,0.6,1.784000000000006,F3,55
Other,10,16.71999999999999,Base case,1.05,0.7,7.022399999999998,F3,55
Liver,10,4.460000000000015,Base case,1.05,0.7,1.3380000000000047,F3,55
Other,10,16.71999999999999,Base case,1.1,0.1,7.356799999999998,F3,55
Liver,10,4.460000000000015,Base case,1.1,0.1,4.0140000000000144,F3,55
Other,10,16.71999999999999,Base case,1.1,0.2,7.356799999999998,F3,55
Liver,10,4.460000000000015,Base case,1.1,0.2,3.568000000000012,F3,55
Other,10,16.71999999999999,Base case,1.1,0.3,7.356799999999998,F3,55
Liver,10,4.460000000000015,Base case,1.1,0.3,3.1220000000000105,F3,55
Other,10,16.71999999999999,Base case,1.1,0.4,7.356799999999998,F3,55
Liver,10,4.460000000000015,Base case,1.1,0.4,2.6760000000000095,F3,55
Other,10,16.71999999999999,Base case,1.05,0.5,7.022399999999998,F3,55
Liver,10,4.460000000000015,Base case,1.05,0.5,2.2300000000000075,F3,55
Other,10,16.71999999999999,Base case,1.1,0.6,7.356799999999998,F3,55
Liver,10,4.460000000000015,Base case,1.1,0.6,1.784000000000006,F3,55
Other,10,16.71999999999999,Base case,1.1,0.7,7.356799999999998,F3,55
Liver,10,4.460000000000015,Base case,1.1,0.7,1.3380000000000047,F3,55
Other,10,39.72999999999897,Base case,0,0,39.72999999999897,F3,65
Liver,10,3.729999999999999,Base case,0,0,3.729999999999999,F3,65
Other,10,39.72999999999897,Base case,0.95,0,15.097399999999606,F3,65
Liver,10,3.729999999999999,Base case,0.95,0,3.729999999999999,F3,65
Other,10,39.72999999999897,Base case,0.9,0,14.30279999999963,F3,65
Liver,10,3.729999999999999,Base case,0.9,0,3.729999999999999,F3,65
Other,10,39.72999999999897,Base case,0.85,0,13.508199999999649,F3,65
Liver,10,3.729999999999999,Base case,0.85,0,3.729999999999999,F3,65
Other,10,39.72999999999897,Base case,1,0.1,15.891999999999587,F3,65
Liver,10,3.729999999999999,Base case,1,0.1,3.3569999999999998,F3,65
Other,10,39.72999999999897,Base case,1,0.2,15.891999999999587,F3,65
Liver,10,3.729999999999999,Base case,1,0.2,2.9839999999999995,F3,65
Other,10,39.72999999999897,Base case,1,0.3,15.891999999999587,F3,65
Liver,10,3.729999999999999,Base case,1,0.3,2.6109999999999993,F3,65
Other,10,39.72999999999897,Base case,1,0.4,15.891999999999587,F3,65
Liver,10,3.729999999999999,Base case,1,0.4,2.2379999999999995,F3,65
Other,10,39.72999999999897,Base case,1,0.5,15.891999999999587,F3,65
Liver,10,3.729999999999999,Base case,1,0.5,1.8649999999999995,F3,65
Other,10,39.72999999999897,Base case,1,0.6,15.891999999999587,F3,65
Liver,10,3.729999999999999,Base case,1,0.6,1.4919999999999998,F3,65
Other,10,39.72999999999897,Base case,1,0.7,15.891999999999587,F3,65
Liver,10,3.729999999999999,Base case,1,0.7,1.119,F3,65
Other,10,39.72999999999897,Base case,0.95,0.1,15.097399999999606,F3,65
Liver,10,3.729999999999999,Base case,0.95,0.1,3.3569999999999998,F3,65
Other,10,39.72999999999897,Base case,0.95,0.2,15.097399999999606,F3,65
Liver,10,3.729999999999999,Base case,0.95,0.2,2.9839999999999995,F3,65
Other,10,39.72999999999897,Base case,0.95,0.3,15.097399999999606,F3,65
Liver,10,3.729999999999999,Base case,0.95,0.3,2.6109999999999993,F3,65
Other,10,39.72999999999897,Base case,0.95,0.4,15.097399999999606,F3,65
Liver,10,3.729999999999999,Base case,0.95,0.4,2.2379999999999995,F3,65
Other,10,39.72999999999897,Base case,0.95,0.5,15.097399999999606,F3,65
Liver,10,3.729999999999999,Base case,0.95,0.5,1.8649999999999995,F3,65
Other,10,39.72999999999897,Base case,0.95,0.6,15.097399999999606,F3,65
Liver,10,3.729999999999999,Base case,0.95,0.6,1.4919999999999998,F3,65
Other,10,39.72999999999897,Base case,0.95,0.7,15.097399999999606,F3,65
Liver,10,3.729999999999999,Base case,0.95,0.7,1.119,F3,65
Other,10,39.72999999999897,Base case,0.9,0.1,14.30279999999963,F3,65
Liver,10,3.729999999999999,Base case,0.9,0.1,3.3569999999999998,F3,65
Other,10,39.72999999999897,Base case,0.9,0.2,14.30279999999963,F3,65
Liver,10,3.729999999999999,Base case,0.9,0.2,2.9839999999999995,F3,65
Other,10,39.72999999999897,Base case,0.9,0.3,14.30279999999963,F3,65
Liver,10,3.729999999999999,Base case,0.9,0.3,2.6109999999999993,F3,65
Other,10,39.72999999999897,Base case,0.9,0.4,14.30279999999963,F3,65
Liver,10,3.729999999999999,Base case,0.9,0.4,2.2379999999999995,F3,65
Other,10,39.72999999999897,Base case,0.9,0.5,14.30279999999963,F3,65
Liver,10,3.729999999999999,Base case,0.9,0.5,1.8649999999999995,F3,65
Other,10,39.72999999999897,Base case,0.9,0.6,14.30279999999963,F3,65
Liver,10,3.729999999999999,Base case,0.9,0.6,1.4919999999999998,F3,65
Other,10,39.72999999999897,Base case,0.9,0.7,14.30279999999963,F3,65
Liver,10,3.729999999999999,Base case,0.9,0.7,1.119,F3,65
Other,10,39.72999999999897,Base case,0.85,0.1,13.508199999999649,F3,65
Liver,10,3.729999999999999,Base case,0.85,0.1,3.3569999999999998,F3,65
Other,10,39.72999999999897,Base case,0.85,0.2,13.508199999999649,F3,65
Liver,10,3.729999999999999,Base case,0.85,0.2,2.9839999999999995,F3,65
Other,10,39.72999999999897,Base case,0.85,0.3,13.508199999999649,F3,65
Liver,10,3.729999999999999,Base case,0.85,0.3,2.6109999999999993,F3,65
Other,10,39.72999999999897,Base case,0.85,0.4,13.508199999999649,F3,65
Liver,10,3.729999999999999,Base case,0.85,0.4,2.2379999999999995,F3,65
Other,10,39.72999999999897,Base case,0.85,0.5,13.508199999999649,F3,65
Liver,10,3.729999999999999,Base case,0.85,0.5,1.8649999999999995,F3,65
Other,10,39.72999999999897,Base case,0.85,0.6,13.508199999999649,F3,65
Liver,10,3.729999999999999,Base case,0.85,0.6,1.4919999999999998,F3,65
Other,10,39.72999999999897,Base case,0.85,0.7,13.508199999999649,F3,65
Liver,10,3.729999999999999,Base case,0.85,0.7,1.119,F3,65
Other,10,39.72999999999897,Base case,1.05,0.1,16.68659999999957,F3,65
Liver,10,3.729999999999999,Base case,1.05,0.1,3.3569999999999998,F3,65
Other,10,39.72999999999897,Base case,1.05,0.2,16.68659999999957,F3,65
Liver,10,3.729999999999999,Base case,1.05,0.2,2.9839999999999995,F3,65
Other,10,39.72999999999897,Base case,1.05,0.3,16.68659999999957,F3,65
Liver,10,3.729999999999999,Base case,1.05,0.3,2.6109999999999993,F3,65
Other,10,39.72999999999897,Base case,1.05,0.4,16.68659999999957,F3,65
Liver,10,3.729999999999999,Base case,1.05,0.4,2.2379999999999995,F3,65
Other,10,39.72999999999897,Base case,1.1,0.5,17.481199999999546,F3,65
Liver,10,3.729999999999999,Base case,1.1,0.5,1.8649999999999995,F3,65
Other,10,39.72999999999897,Base case,1.05,0.6,16.68659999999957,F3,65
Liver,10,3.729999999999999,Base case,1.05,0.6,1.4919999999999998,F3,65
Other,10,39.72999999999897,Base case,1.05,0.7,16.68659999999957,F3,65
Liver,10,3.729999999999999,Base case,1.05,0.7,1.119,F3,65
Other,10,39.72999999999897,Base case,1.1,0.1,17.481199999999546,F3,65
Liver,10,3.729999999999999,Base case,1.1,0.1,3.3569999999999998,F3,65
Other,10,39.72999999999897,Base case,1.1,0.2,17.481199999999546,F3,65
Liver,10,3.729999999999999,Base case,1.1,0.2,2.9839999999999995,F3,65
Other,10,39.72999999999897,Base case,1.1,0.3,17.481199999999546,F3,65
Liver,10,3.729999999999999,Base case,1.1,0.3,2.6109999999999993,F3,65
Other,10,39.72999999999897,Base case,1.1,0.4,17.481199999999546,F3,65
Liver,10,3.729999999999999,Base case,1.1,0.4,2.2379999999999995,F3,65
Other,10,39.72999999999897,Base case,1.05,0.5,16.68659999999957,F3,65
Liver,10,3.729999999999999,Base case,1.05,0.5,1.8649999999999995,F3,65
Other,10,39.72999999999897,Base case,1.1,0.6,17.481199999999546,F3,65
Liver,10,3.729999999999999,Base case,1.1,0.6,1.4919999999999998,F3,65
Other,10,39.72999999999897,Base case,1.1,0.7,17.481199999999546,F3,65
Liver,10,3.729999999999999,Base case,1.1,0.7,1.119,F3,65
Other,10,5.990000000000046,Low,0,0,5.990000000000046,F3,45
Liver,10,4.140000000000012,Low,0,0,4.140000000000012,F3,45
Other,10,5.990000000000046,Low,0.95,0,2.276200000000018,F3,45
Liver,10,4.140000000000012,Low,0.95,0,4.140000000000012,F3,45
Other,10,5.990000000000046,Low,0.9,0,2.156400000000017,F3,45
Liver,10,4.140000000000012,Low,0.9,0,4.140000000000012,F3,45
Other,10,5.990000000000046,Low,0.85,0,2.036600000000016,F3,45
Liver,10,4.140000000000012,Low,0.85,0,4.140000000000012,F3,45
Other,10,5.990000000000046,Low,1,0.1,2.396000000000019,F3,45
Liver,10,4.140000000000012,Low,1,0.1,3.726000000000011,F3,45
Other,10,5.990000000000046,Low,1,0.2,2.396000000000019,F3,45
Liver,10,4.140000000000012,Low,1,0.2,3.31200000000001,F3,45
Other,10,5.990000000000046,Low,1,0.3,2.396000000000019,F3,45
Liver,10,4.140000000000012,Low,1,0.3,2.8980000000000086,F3,45
Other,10,5.990000000000046,Low,1,0.4,2.396000000000019,F3,45
Liver,10,4.140000000000012,Low,1,0.4,2.4840000000000075,F3,45
Other,10,5.990000000000046,Low,1,0.5,2.396000000000019,F3,45
Liver,10,4.140000000000012,Low,1,0.5,2.070000000000006,F3,45
Other,10,5.990000000000046,Low,1,0.6,2.396000000000019,F3,45
Liver,10,4.140000000000012,Low,1,0.6,1.656000000000005,F3,45
Other,10,5.990000000000046,Low,1,0.7,2.396000000000019,F3,45
Liver,10,4.140000000000012,Low,1,0.7,1.2420000000000038,F3,45
Other,10,5.990000000000046,Low,0.95,0.1,2.276200000000018,F3,45
Liver,10,4.140000000000012,Low,0.95,0.1,3.726000000000011,F3,45
Other,10,5.990000000000046,Low,0.95,0.2,2.276200000000018,F3,45
Liver,10,4.140000000000012,Low,0.95,0.2,3.31200000000001,F3,45
Other,10,5.990000000000046,Low,0.95,0.3,2.276200000000018,F3,45
Liver,10,4.140000000000012,Low,0.95,0.3,2.8980000000000086,F3,45
Other,10,5.990000000000046,Low,0.95,0.4,2.276200000000018,F3,45
Liver,10,4.140000000000012,Low,0.95,0.4,2.4840000000000075,F3,45
Other,10,5.990000000000046,Low,0.95,0.5,2.276200000000018,F3,45
Liver,10,4.140000000000012,Low,0.95,0.5,2.070000000000006,F3,45
Other,10,5.990000000000046,Low,0.95,0.6,2.276200000000018,F3,45
Liver,10,4.140000000000012,Low,0.95,0.6,1.656000000000005,F3,45
Other,10,5.990000000000046,Low,0.95,0.7,2.276200000000018,F3,45
Liver,10,4.140000000000012,Low,0.95,0.7,1.2420000000000038,F3,45
Other,10,5.990000000000046,Low,0.9,0.1,2.156400000000017,F3,45
Liver,10,4.140000000000012,Low,0.9,0.1,3.726000000000011,F3,45
Other,10,5.990000000000046,Low,0.9,0.2,2.156400000000017,F3,45
Liver,10,4.140000000000012,Low,0.9,0.2,3.31200000000001,F3,45
Other,10,5.990000000000046,Low,0.9,0.3,2.156400000000017,F3,45
Liver,10,4.140000000000012,Low,0.9,0.3,2.8980000000000086,F3,45
Other,10,5.990000000000046,Low,0.9,0.4,2.156400000000017,F3,45
Liver,10,4.140000000000012,Low,0.9,0.4,2.4840000000000075,F3,45
Other,10,5.990000000000046,Low,0.9,0.5,2.156400000000017,F3,45
Liver,10,4.140000000000012,Low,0.9,0.5,2.070000000000006,F3,45
Other,10,5.990000000000046,Low,0.9,0.6,2.156400000000017,F3,45
Liver,10,4.140000000000012,Low,0.9,0.6,1.656000000000005,F3,45
Other,10,5.990000000000046,Low,0.9,0.7,2.156400000000017,F3,45
Liver,10,4.140000000000012,Low,0.9,0.7,1.2420000000000038,F3,45
Other,10,5.990000000000046,Low,0.85,0.1,2.036600000000016,F3,45
Liver,10,4.140000000000012,Low,0.85,0.1,3.726000000000011,F3,45
Other,10,5.990000000000046,Low,0.85,0.2,2.036600000000016,F3,45
Liver,10,4.140000000000012,Low,0.85,0.2,3.31200000000001,F3,45
Other,10,5.990000000000046,Low,0.85,0.3,2.036600000000016,F3,45
Liver,10,4.140000000000012,Low,0.85,0.3,2.8980000000000086,F3,45
Other,10,5.990000000000046,Low,0.85,0.4,2.036600000000016,F3,45
Liver,10,4.140000000000012,Low,0.85,0.4,2.4840000000000075,F3,45
Other,10,5.990000000000046,Low,0.85,0.5,2.036600000000016,F3,45
Liver,10,4.140000000000012,Low,0.85,0.5,2.070000000000006,F3,45
Other,10,5.990000000000046,Low,0.85,0.6,2.036600000000016,F3,45
Liver,10,4.140000000000012,Low,0.85,0.6,1.656000000000005,F3,45
Other,10,5.990000000000046,Low,0.85,0.7,2.036600000000016,F3,45
Liver,10,4.140000000000012,Low,0.85,0.7,1.2420000000000038,F3,45
Other,10,5.990000000000046,Low,1.05,0.1,2.51580000000002,F3,45
Liver,10,4.140000000000012,Low,1.05,0.1,3.726000000000011,F3,45
Other,10,5.990000000000046,Low,1.05,0.2,2.51580000000002,F3,45
Liver,10,4.140000000000012,Low,1.05,0.2,3.31200000000001,F3,45
Other,10,5.990000000000046,Low,1.05,0.3,2.51580000000002,F3,45
Liver,10,4.140000000000012,Low,1.05,0.3,2.8980000000000086,F3,45
Other,10,5.990000000000046,Low,1.05,0.4,2.51580000000002,F3,45
Liver,10,4.140000000000012,Low,1.05,0.4,2.4840000000000075,F3,45
Other,10,5.990000000000046,Low,1.1,0.5,2.635600000000021,F3,45
Liver,10,4.140000000000012,Low,1.1,0.5,2.070000000000006,F3,45
Other,10,5.990000000000046,Low,1.05,0.6,2.51580000000002,F3,45
Liver,10,4.140000000000012,Low,1.05,0.6,1.656000000000005,F3,45
Other,10,5.990000000000046,Low,1.05,0.7,2.51580000000002,F3,45
Liver,10,4.140000000000012,Low,1.05,0.7,1.2420000000000038,F3,45
Other,10,5.990000000000046,Low,1.1,0.1,2.635600000000021,F3,45
Liver,10,4.140000000000012,Low,1.1,0.1,3.726000000000011,F3,45
Other,10,5.990000000000046,Low,1.1,0.2,2.635600000000021,F3,45
Liver,10,4.140000000000012,Low,1.1,0.2,3.31200000000001,F3,45
Other,10,5.990000000000046,Low,1.1,0.3,2.635600000000021,F3,45
Liver,10,4.140000000000012,Low,1.1,0.3,2.8980000000000086,F3,45
Other,10,5.990000000000046,Low,1.1,0.4,2.635600000000021,F3,45
Liver,10,4.140000000000012,Low,1.1,0.4,2.4840000000000075,F3,45
Other,10,5.990000000000046,Low,1.05,0.5,2.51580000000002,F3,45
Liver,10,4.140000000000012,Low,1.05,0.5,2.070000000000006,F3,45
Other,10,5.990000000000046,Low,1.1,0.6,2.635600000000021,F3,45
