Cause,time,est,Risk,LiverRx,estRx,Stage,Age
HCC,2.4,0.5299999999999998,Base case,0.3,0.37099999999999983,F3,45
HCC,2.8,0.5599999999999999,Base case,0.3,0.3919999999999999,F3,45
HCC,3.2,0.6200000000000001,Base case,0.3,0.434,F3,45
HCC,3.6,0.7000000000000003,Base case,0.3,0.49000000000000016,F3,45
HCC,4,0.7700000000000005,Base case,0.3,0.5390000000000004,F3,45
HCC,4.4,0.8000000000000004,Base case,0.3,0.5600000000000003,F3,45
HCC,4.8,0.86,Base case,0.3,0.602,F3,45
HCC,5.2,0.9399999999999995,Base case,0.3,0.6579999999999997,F3,45
HCC,5.6,1.0099999999999991,Base case,0.3,0.7069999999999993,F3,45
HCC,6,1.1599999999999984,Base case,0.3,0.8119999999999988,F3,45
HCC,6.4,1.219999999999998,Base case,0.3,0.8539999999999985,F3,45
HCC,6.8,1.2699999999999978,Base case,0.3,0.8889999999999983,F3,45
HCC,7.2,1.3299999999999974,Base case,0.3,0.9309999999999982,F3,45
HCC,7.6,1.4099999999999968,Base case,0.3,0.9869999999999978,F3,45
HCC,8,1.5199999999999962,Base case,0.3,1.0639999999999972,F3,45
HCC,8.4,1.6199999999999957,Base case,0.3,1.133999999999997,F3,45
HCC,8.8,1.6899999999999953,Base case,0.3,1.1829999999999967,F3,45
HCC,9.2,1.739999999999995,Base case,0.3,1.2179999999999964,F3,45
HCC,9.6,1.7999999999999947,Base case,0.3,1.2599999999999962,F3,45
HCC,10,1.8499999999999943,Base case,0.3,1.294999999999996,F3,45
Decompensation,0,0,Base case,0.4,0,F3,45
Decompensation,0.4,0.23999999999999994,Base case,0.4,0.14399999999999996,F3,45
Decompensation,0.8,0.5600000000000002,Base case,0.4,0.3360000000000001,F3,45
Decompensation,1.2,0.8400000000000003,Base case,0.4,0.5040000000000002,F3,45
Decompensation,1.6,1.049999999999999,Base case,0.4,0.6299999999999994,F3,45
Decompensation,2,1.2699999999999978,Base case,0.4,0.7619999999999986,F3,45
Decompensation,2.4,1.4699999999999966,Base case,0.4,0.8819999999999979,F3,45
Decompensation,2.8,1.6499999999999955,Base case,0.4,0.9899999999999973,F3,45
Decompensation,3.2,1.8599999999999943,Base case,0.4,1.1159999999999966,F3,45
Decompensation,3.6,2.1199999999999926,Base case,0.4,1.2719999999999956,F3,45
Decompensation,4,2.3599999999999914,Base case,0.4,1.4159999999999946,F3,45
Decompensation,4.4,2.58999999999999,Base case,0.4,1.5539999999999938,F3,45
Decompensation,4.8,2.8399999999999883,Base case,0.4,1.703999999999993,F3,45
Decompensation,5.2,3.039999999999987,Base case,0.4,1.8239999999999923,F3,45
Decompensation,5.6,3.259999999999991,Base case,0.4,1.9559999999999942,F3,45
Decompensation,6,3.4299999999999944,Base case,0.4,2.0579999999999963,F3,45
Decompensation,6.4,3.6600000000000006,Base case,0.4,2.196,F3,45
Decompensation,6.8,3.920000000000007,Base case,0.4,2.352000000000004,F3,45
Decompensation,7.2,4.080000000000011,Base case,0.4,2.4480000000000066,F3,45
Decompensation,7.6,4.280000000000015,Base case,0.4,2.5680000000000094,F3,45
Decompensation,8,4.550000000000022,Base case,0.4,2.7300000000000133,F3,45
Decompensation,8.4,4.780000000000029,Base case,0.4,2.868000000000017,F3,45
Decompensation,8.8,4.980000000000033,Base case,0.4,2.98800000000002,F3,45
Decompensation,9.2,5.280000000000041,Base case,0.4,3.168000000000024,F3,45
Decompensation,9.6,5.520000000000047,Base case,0.4,3.3120000000000274,F3,45
Decompensation,10,5.72000000000005,Base case,0.4,3.43200000000003,F3,45
HCC,0,0,Base case,0.4,0,F3,45
HCC,0.4,0.1,Base case,0.4,0.06,F3,45
HCC,0.8,0.19000000000000003,Base case,0.4,0.11400000000000002,F3,45
HCC,1.2,0.3099999999999999,Base case,0.4,0.18599999999999992,F3,45
HCC,1.6,0.3799999999999998,Base case,0.4,0.22799999999999987,F3,45
HCC,2,0.4199999999999997,Base case,0.4,0.25199999999999984,F3,45
HCC,2.4,0.5299999999999998,Base case,0.4,0.3179999999999999,F3,45
HCC,2.8,0.5599999999999999,Base case,0.4,0.3359999999999999,F3,45
HCC,3.2,0.6200000000000001,Base case,0.4,0.372,F3,45
HCC,3.6,0.7000000000000003,Base case,0.4,0.42000000000000015,F3,45
HCC,4,0.7700000000000005,Base case,0.4,0.46200000000000024,F3,45
HCC,4.4,0.8000000000000004,Base case,0.4,0.4800000000000002,F3,45
HCC,4.8,0.86,Base case,0.4,0.516,F3,45
HCC,5.2,0.9399999999999995,Base case,0.4,0.5639999999999996,F3,45
HCC,5.6,1.0099999999999991,Base case,0.4,0.6059999999999994,F3,45
HCC,6,1.1599999999999984,Base case,0.4,0.695999999999999,F3,45
HCC,6.4,1.219999999999998,Base case,0.4,0.7319999999999988,F3,45
HCC,6.8,1.2699999999999978,Base case,0.4,0.7619999999999986,F3,45
HCC,7.2,1.3299999999999974,Base case,0.4,0.7979999999999984,F3,45
HCC,7.6,1.4099999999999968,Base case,0.4,0.8459999999999981,F3,45
HCC,8,1.5199999999999962,Base case,0.4,0.9119999999999977,F3,45
HCC,8.4,1.6199999999999957,Base case,0.4,0.9719999999999973,F3,45
HCC,8.8,1.6899999999999953,Base case,0.4,1.0139999999999971,F3,45
HCC,9.2,1.739999999999995,Base case,0.4,1.043999999999997,F3,45
HCC,9.6,1.7999999999999947,Base case,0.4,1.0799999999999967,F3,45
HCC,10,1.8499999999999943,Base case,0.4,1.1099999999999965,F3,45
Decompensation,0,0,Base case,0.5,0,F3,45
Decompensation,0.4,0.23999999999999994,Base case,0.5,0.11999999999999997,F3,45
Decompensation,0.8,0.5600000000000002,Base case,0.5,0.2800000000000001,F3,45
Decompensation,1.2,0.8400000000000003,Base case,0.5,0.42000000000000015,F3,45
Decompensation,1.6,1.049999999999999,Base case,0.5,0.5249999999999995,F3,45
Decompensation,2,1.2699999999999978,Base case,0.5,0.6349999999999989,F3,45
Decompensation,2.4,1.4699999999999966,Base case,0.5,0.7349999999999983,F3,45
Decompensation,2.8,1.6499999999999955,Base case,0.5,0.8249999999999977,F3,45
Decompensation,3.2,1.8599999999999943,Base case,0.5,0.9299999999999972,F3,45
Decompensation,3.6,2.1199999999999926,Base case,0.5,1.0599999999999963,F3,45
Decompensation,4,2.3599999999999914,Base case,0.5,1.1799999999999957,F3,45
Decompensation,4.4,2.58999999999999,Base case,0.5,1.294999999999995,F3,45
Decompensation,4.8,2.8399999999999883,Base case,0.5,1.4199999999999942,F3,45
Decompensation,5.2,3.039999999999987,Base case,0.5,1.5199999999999936,F3,45
Decompensation,5.6,3.259999999999991,Base case,0.5,1.6299999999999955,F3,45
Decompensation,6,3.4299999999999944,Base case,0.5,1.7149999999999972,F3,45
Decompensation,6.4,3.6600000000000006,Base case,0.5,1.8300000000000003,F3,45
Decompensation,6.8,3.920000000000007,Base case,0.5,1.9600000000000035,F3,45
Decompensation,7.2,4.080000000000011,Base case,0.5,2.0400000000000054,F3,45
Decompensation,7.6,4.280000000000015,Base case,0.5,2.1400000000000077,F3,45
Decompensation,8,4.550000000000022,Base case,0.5,2.275000000000011,F3,45
Decompensation,8.4,4.780000000000029,Base case,0.5,2.3900000000000143,F3,45
Decompensation,8.8,4.980000000000033,Base case,0.5,2.4900000000000166,F3,45
Decompensation,9.2,5.280000000000041,Base case,0.5,2.6400000000000206,F3,45
Decompensation,9.6,5.520000000000047,Base case,0.5,2.7600000000000233,F3,45
Decompensation,10,5.72000000000005,Base case,0.5,2.860000000000025,F3,45
HCC,0,0,Base case,0.5,0,F3,45
HCC,0.4,0.1,Base case,0.5,0.05,F3,45
HCC,0.8,0.19000000000000003,Base case,0.5,0.09500000000000001,F3,45
HCC,1.2,0.3099999999999999,Base case,0.5,0.15499999999999994,F3,45
HCC,1.6,0.3799999999999998,Base case,0.5,0.1899999999999999,F3,45
HCC,2,0.4199999999999997,Base case,0.5,0.20999999999999985,F3,45
HCC,2.4,0.5299999999999998,Base case,0.5,0.2649999999999999,F3,45
HCC,2.8,0.5599999999999999,Base case,0.5,0.27999999999999997,F3,45
HCC,3.2,0.6200000000000001,Base case,0.5,0.31000000000000005,F3,45
HCC,3.6,0.7000000000000003,Base case,0.5,0.35000000000000014,F3,45
HCC,4,0.7700000000000005,Base case,0.5,0.38500000000000023,F3,45
HCC,4.4,0.8000000000000004,Base case,0.5,0.4000000000000002,F3,45
HCC,4.8,0.86,Base case,0.5,0.43,F3,45
HCC,5.2,0.9399999999999995,Base case,0.5,0.46999999999999975,F3,45
HCC,5.6,1.0099999999999991,Base case,0.5,0.5049999999999996,F3,45
HCC,6,1.1599999999999984,Base case,0.5,0.5799999999999992,F3,45
HCC,6.4,1.219999999999998,Base case,0.5,0.609999999999999,F3,45
HCC,6.8,1.2699999999999978,Base case,0.5,0.6349999999999989,F3,45
HCC,7.2,1.3299999999999974,Base case,0.5,0.6649999999999987,F3,45
HCC,7.6,1.4099999999999968,Base case,0.5,0.7049999999999984,F3,45
HCC,8,1.5199999999999962,Base case,0.5,0.7599999999999981,F3,45
HCC,8.4,1.6199999999999957,Base case,0.5,0.8099999999999978,F3,45
HCC,8.8,1.6899999999999953,Base case,0.5,0.8449999999999976,F3,45
HCC,9.2,1.739999999999995,Base case,0.5,0.8699999999999976,F3,45
HCC,9.6,1.7999999999999947,Base case,0.5,0.8999999999999974,F3,45
HCC,10,1.8499999999999943,Base case,0.5,0.9249999999999972,F3,45
Decompensation,0,0,Base case,0.6,0,F3,45
Decompensation,0.4,0.23999999999999994,Base case,0.6,0.09599999999999997,F3,45
Decompensation,0.8,0.5600000000000002,Base case,0.6,0.22400000000000006,F3,45
Decompensation,1.2,0.8400000000000003,Base case,0.6,0.33600000000000013,F3,45
Decompensation,1.6,1.049999999999999,Base case,0.6,0.41999999999999965,F3,45
Decompensation,2,1.2699999999999978,Base case,0.6,0.5079999999999991,F3,45
Decompensation,2.4,1.4699999999999966,Base case,0.6,0.5879999999999986,F3,45
Decompensation,2.8,1.6499999999999955,Base case,0.6,0.6599999999999983,F3,45
Decompensation,3.2,1.8599999999999943,Base case,0.6,0.7439999999999978,F3,45
Decompensation,3.6,2.1199999999999926,Base case,0.6,0.8479999999999972,F3,45
Decompensation,4,2.3599999999999914,Base case,0.6,0.9439999999999966,F3,45
Decompensation,4.4,2.58999999999999,Base case,0.6,1.035999999999996,F3,45
Decompensation,4.8,2.8399999999999883,Base case,0.6,1.1359999999999952,F3,45
Decompensation,5.2,3.039999999999987,Base case,0.6,1.2159999999999949,F3,45
Decompensation,5.6,3.259999999999991,Base case,0.6,1.3039999999999963,F3,45
Decompensation,6,3.4299999999999944,Base case,0.6,1.3719999999999977,F3,45
Decompensation,6.4,3.6600000000000006,Base case,0.6,1.4640000000000004,F3,45
Decompensation,6.8,3.920000000000007,Base case,0.6,1.5680000000000027,F3,45
Decompensation,7.2,4.080000000000011,Base case,0.6,1.6320000000000043,F3,45
Decompensation,7.6,4.280000000000015,Base case,0.6,1.7120000000000062,F3,45
Decompensation,8,4.550000000000022,Base case,0.6,1.8200000000000087,F3,45
Decompensation,8.4,4.780000000000029,Base case,0.6,1.9120000000000117,F3,45
Decompensation,8.8,4.980000000000033,Base case,0.6,1.9920000000000133,F3,45
Decompensation,9.2,5.280000000000041,Base case,0.6,2.1120000000000165,F3,45
Decompensation,9.6,5.520000000000047,Base case,0.6,2.208000000000019,F3,45
Decompensation,10,5.72000000000005,Base case,0.6,2.2880000000000202,F3,45
HCC,0,0,Base case,0.6,0,F3,45
HCC,0.4,0.1,Base case,0.6,0.04,F3,45
HCC,0.8,0.19000000000000003,Base case,0.6,0.07600000000000003,F3,45
HCC,1.2,0.3099999999999999,Base case,0.6,0.12399999999999997,F3,45
HCC,1.6,0.3799999999999998,Base case,0.6,0.1519999999999999,F3,45
HCC,2,0.4199999999999997,Base case,0.6,0.1679999999999999,F3,45
HCC,2.4,0.5299999999999998,Base case,0.6,0.21199999999999994,F3,45
HCC,2.8,0.5599999999999999,Base case,0.6,0.22399999999999998,F3,45
HCC,3.2,0.6200000000000001,Base case,0.6,0.24800000000000005,F3,45
HCC,3.6,0.7000000000000003,Base case,0.6,0.28000000000000014,F3,45
HCC,4,0.7700000000000005,Base case,0.6,0.3080000000000002,F3,45
HCC,4.4,0.8000000000000004,Base case,0.6,0.3200000000000002,F3,45
HCC,4.8,0.86,Base case,0.6,0.34400000000000003,F3,45
HCC,5.2,0.9399999999999995,Base case,0.6,0.37599999999999983,F3,45
HCC,5.6,1.0099999999999991,Base case,0.6,0.4039999999999997,F3,45
HCC,6,1.1599999999999984,Base case,0.6,0.4639999999999994,F3,45
HCC,6.4,1.219999999999998,Base case,0.6,0.4879999999999992,F3,45
HCC,6.8,1.2699999999999978,Base case,0.6,0.5079999999999991,F3,45
HCC,7.2,1.3299999999999974,Base case,0.6,0.5319999999999989,F3,45
HCC,7.6,1.4099999999999968,Base case,0.6,0.5639999999999988,F3,45
HCC,8,1.5199999999999962,Base case,0.6,0.6079999999999984,F3,45
HCC,8.4,1.6199999999999957,Base case,0.6,0.6479999999999984,F3,45
HCC,8.8,1.6899999999999953,Base case,0.6,0.6759999999999982,F3,45
HCC,9.2,1.739999999999995,Base case,0.6,0.695999999999998,F3,45
HCC,9.6,1.7999999999999947,Base case,0.6,0.7199999999999979,F3,45
HCC,10,1.8499999999999943,Base case,0.6,0.7399999999999978,F3,45
Decompensation,0,0,Base case,0.7,0,F3,45
Decompensation,0.4,0.23999999999999994,Base case,0.7,0.072,F3,45
Decompensation,0.8,0.5600000000000002,Base case,0.7,0.16800000000000007,F3,45
Decompensation,1.2,0.8400000000000003,Base case,0.7,0.2520000000000001,F3,45
