Cause,time,est,Risk,CVDRx,LiverRx,estRx,Stage,Age
Liver,10,1.5099999999999965,Base case,1,0.2,1.2079999999999973,F2,55
Other,10,12.5500000000002,Base case,1,0.3,5.64750000000009,F2,55
Liver,10,1.5099999999999965,Base case,1,0.3,1.0569999999999973,F2,55
Other,10,12.5500000000002,Base case,1,0.4,5.64750000000009,F2,55
Liver,10,1.5099999999999965,Base case,1,0.4,0.9059999999999978,F2,55
Other,10,12.5500000000002,Base case,1,0.5,5.64750000000009,F2,55
Liver,10,1.5099999999999965,Base case,1,0.5,0.7549999999999982,F2,55
Other,10,12.5500000000002,Base case,1,0.6,5.64750000000009,F2,55
Liver,10,1.5099999999999965,Base case,1,0.6,0.6039999999999986,F2,55
Other,10,12.5500000000002,Base case,1,0.7,5.64750000000009,F2,55
Liver,10,1.5099999999999965,Base case,1,0.7,0.45299999999999896,F2,55
Other,10,12.5500000000002,Base case,0.95,0.1,5.365125000000085,F2,55
Liver,10,1.5099999999999965,Base case,0.95,0.1,1.3589999999999969,F2,55
Other,10,12.5500000000002,Base case,0.95,0.2,5.365125000000085,F2,55
Liver,10,1.5099999999999965,Base case,0.95,0.2,1.2079999999999973,F2,55
Other,10,12.5500000000002,Base case,0.95,0.3,5.365125000000085,F2,55
Liver,10,1.5099999999999965,Base case,0.95,0.3,1.0569999999999973,F2,55
Other,10,12.5500000000002,Base case,0.95,0.4,5.365125000000085,F2,55
Liver,10,1.5099999999999965,Base case,0.95,0.4,0.9059999999999978,F2,55
Other,10,12.5500000000002,Base case,0.95,0.5,5.365125000000085,F2,55
Liver,10,1.5099999999999965,Base case,0.95,0.5,0.7549999999999982,F2,55
Other,10,12.5500000000002,Base case,0.95,0.6,5.365125000000085,F2,55
Liver,10,1.5099999999999965,Base case,0.95,0.6,0.6039999999999986,F2,55
Other,10,12.5500000000002,Base case,0.95,0.7,5.365125000000085,F2,55
Liver,10,1.5099999999999965,Base case,0.95,0.7,0.45299999999999896,F2,55
Other,10,12.5500000000002,Base case,0.9,0.1,5.082750000000081,F2,55
Liver,10,1.5099999999999965,Base case,0.9,0.1,1.3589999999999969,F2,55
Other,10,12.5500000000002,Base case,0.9,0.2,5.082750000000081,F2,55
Liver,10,1.5099999999999965,Base case,0.9,0.2,1.2079999999999973,F2,55
Other,10,12.5500000000002,Base case,0.9,0.3,5.082750000000081,F2,55
Liver,10,1.5099999999999965,Base case,0.9,0.3,1.0569999999999973,F2,55
Other,10,12.5500000000002,Base case,0.9,0.4,5.082750000000081,F2,55
Liver,10,1.5099999999999965,Base case,0.9,0.4,0.9059999999999978,F2,55
Other,10,12.5500000000002,Base case,0.9,0.5,5.082750000000081,F2,55
Liver,10,1.5099999999999965,Base case,0.9,0.5,0.7549999999999982,F2,55
Other,10,12.5500000000002,Base case,0.9,0.6,5.082750000000081,F2,55
Liver,10,1.5099999999999965,Base case,0.9,0.6,0.6039999999999986,F2,55
Other,10,12.5500000000002,Base case,0.9,0.7,5.082750000000081,F2,55
Liver,10,1.5099999999999965,Base case,0.9,0.7,0.45299999999999896,F2,55
Other,10,12.5500000000002,Base case,0.85,0.1,4.800375000000076,F2,55
Liver,10,1.5099999999999965,Base case,0.85,0.1,1.3589999999999969,F2,55
Other,10,12.5500000000002,Base case,0.85,0.2,4.800375000000076,F2,55
Liver,10,1.5099999999999965,Base case,0.85,0.2,1.2079999999999973,F2,55
Other,10,12.5500000000002,Base case,0.85,0.3,4.800375000000076,F2,55
Liver,10,1.5099999999999965,Base case,0.85,0.3,1.0569999999999973,F2,55
Other,10,12.5500000000002,Base case,0.85,0.4,4.800375000000076,F2,55
Liver,10,1.5099999999999965,Base case,0.85,0.4,0.9059999999999978,F2,55
Other,10,12.5500000000002,Base case,0.85,0.5,4.800375000000076,F2,55
Liver,10,1.5099999999999965,Base case,0.85,0.5,0.7549999999999982,F2,55
Other,10,12.5500000000002,Base case,0.85,0.6,4.800375000000076,F2,55
Liver,10,1.5099999999999965,Base case,0.85,0.6,0.6039999999999986,F2,55
Other,10,12.5500000000002,Base case,0.85,0.7,4.800375000000076,F2,55
Liver,10,1.5099999999999965,Base case,0.85,0.7,0.45299999999999896,F2,55
Other,10,12.5500000000002,Base case,1.05,0.1,5.929875000000095,F2,55
Liver,10,1.5099999999999965,Base case,1.05,0.1,1.3589999999999969,F2,55
Other,10,12.5500000000002,Base case,1.05,0.2,5.929875000000095,F2,55
Liver,10,1.5099999999999965,Base case,1.05,0.2,1.2079999999999973,F2,55
Other,10,12.5500000000002,Base case,1.05,0.3,5.929875000000095,F2,55
Liver,10,1.5099999999999965,Base case,1.05,0.3,1.0569999999999973,F2,55
Other,10,12.5500000000002,Base case,1.05,0.4,5.929875000000095,F2,55
Liver,10,1.5099999999999965,Base case,1.05,0.4,0.9059999999999978,F2,55
Other,10,12.5500000000002,Base case,1.1,0.5,6.2122500000000995,F2,55
Liver,10,1.5099999999999965,Base case,1.1,0.5,0.7549999999999982,F2,55
Other,10,12.5500000000002,Base case,1.05,0.6,5.929875000000095,F2,55
Liver,10,1.5099999999999965,Base case,1.05,0.6,0.6039999999999986,F2,55
Other,10,12.5500000000002,Base case,1.05,0.7,5.929875000000095,F2,55
Liver,10,1.5099999999999965,Base case,1.05,0.7,0.45299999999999896,F2,55
Other,10,12.5500000000002,Base case,1.1,0.1,6.2122500000000995,F2,55
Liver,10,1.5099999999999965,Base case,1.1,0.1,1.3589999999999969,F2,55
Other,10,12.5500000000002,Base case,1.1,0.2,6.2122500000000995,F2,55
Liver,10,1.5099999999999965,Base case,1.1,0.2,1.2079999999999973,F2,55
Other,10,12.5500000000002,Base case,1.1,0.3,6.2122500000000995,F2,55
Liver,10,1.5099999999999965,Base case,1.1,0.3,1.0569999999999973,F2,55
Other,10,12.5500000000002,Base case,1.1,0.4,6.2122500000000995,F2,55
Liver,10,1.5099999999999965,Base case,1.1,0.4,0.9059999999999978,F2,55
Other,10,12.5500000000002,Base case,1.05,0.5,5.929875000000095,F2,55
Liver,10,1.5099999999999965,Base case,1.05,0.5,0.7549999999999982,F2,55
Other,10,12.5500000000002,Base case,1.1,0.6,6.2122500000000995,F2,55
Liver,10,1.5099999999999965,Base case,1.1,0.6,0.6039999999999986,F2,55
Other,10,12.5500000000002,Base case,1.1,0.7,6.2122500000000995,F2,55
Liver,10,1.5099999999999965,Base case,1.1,0.7,0.45299999999999896,F2,55
Other,10,30.80999999999932,Base case,0,0,30.80999999999932,F2,65
Liver,10,1.1399999999999983,Base case,0,0,1.1399999999999983,F2,65
Other,10,30.80999999999932,Base case,0.95,0,13.171274999999708,F2,65
Liver,10,1.1399999999999983,Base case,0.95,0,1.1399999999999983,F2,65
Other,10,30.80999999999932,Base case,0.9,0,12.478049999999724,F2,65
Liver,10,1.1399999999999983,Base case,0.9,0,1.1399999999999983,F2,65
Other,10,30.80999999999932,Base case,0.85,0,11.784824999999739,F2,65
Liver,10,1.1399999999999983,Base case,0.85,0,1.1399999999999983,F2,65
Other,10,30.80999999999932,Base case,1,0.1,13.864499999999694,F2,65
Liver,10,1.1399999999999983,Base case,1,0.1,1.0259999999999985,F2,65
Other,10,30.80999999999932,Base case,1,0.2,13.864499999999694,F2,65
Liver,10,1.1399999999999983,Base case,1,0.2,0.9119999999999987,F2,65
Other,10,30.80999999999932,Base case,1,0.3,13.864499999999694,F2,65
Liver,10,1.1399999999999983,Base case,1,0.3,0.7979999999999987,F2,65
Other,10,30.80999999999932,Base case,1,0.4,13.864499999999694,F2,65
Liver,10,1.1399999999999983,Base case,1,0.4,0.6839999999999989,F2,65
Other,10,30.80999999999932,Base case,1,0.5,13.864499999999694,F2,65
Liver,10,1.1399999999999983,Base case,1,0.5,0.5699999999999992,F2,65
Other,10,30.80999999999932,Base case,1,0.6,13.864499999999694,F2,65
Liver,10,1.1399999999999983,Base case,1,0.6,0.45599999999999935,F2,65
Other,10,30.80999999999932,Base case,1,0.7,13.864499999999694,F2,65
Liver,10,1.1399999999999983,Base case,1,0.7,0.3419999999999995,F2,65
Other,10,30.80999999999932,Base case,0.95,0.1,13.171274999999708,F2,65
Liver,10,1.1399999999999983,Base case,0.95,0.1,1.0259999999999985,F2,65
Other,10,30.80999999999932,Base case,0.95,0.2,13.171274999999708,F2,65
Liver,10,1.1399999999999983,Base case,0.95,0.2,0.9119999999999987,F2,65
Other,10,30.80999999999932,Base case,0.95,0.3,13.171274999999708,F2,65
Liver,10,1.1399999999999983,Base case,0.95,0.3,0.7979999999999987,F2,65
Other,10,30.80999999999932,Base case,0.95,0.4,13.171274999999708,F2,65
Liver,10,1.1399999999999983,Base case,0.95,0.4,0.6839999999999989,F2,65
Other,10,30.80999999999932,Base case,0.95,0.5,13.171274999999708,F2,65
Liver,10,1.1399999999999983,Base case,0.95,0.5,0.5699999999999992,F2,65
Other,10,30.80999999999932,Base case,0.95,0.6,13.171274999999708,F2,65
Liver,10,1.1399999999999983,Base case,0.95,0.6,0.45599999999999935,F2,65
Other,10,30.80999999999932,Base case,0.95,0.7,13.171274999999708,F2,65
Liver,10,1.1399999999999983,Base case,0.95,0.7,0.3419999999999995,F2,65
Other,10,30.80999999999932,Base case,0.9,0.1,12.478049999999724,F2,65
Liver,10,1.1399999999999983,Base case,0.9,0.1,1.0259999999999985,F2,65
Other,10,30.80999999999932,Base case,0.9,0.2,12.478049999999724,F2,65
Liver,10,1.1399999999999983,Base case,0.9,0.2,0.9119999999999987,F2,65
Other,10,30.80999999999932,Base case,0.9,0.3,12.478049999999724,F2,65
Liver,10,1.1399999999999983,Base case,0.9,0.3,0.7979999999999987,F2,65
Other,10,30.80999999999932,Base case,0.9,0.4,12.478049999999724,F2,65
Liver,10,1.1399999999999983,Base case,0.9,0.4,0.6839999999999989,F2,65
Other,10,30.80999999999932,Base case,0.9,0.5,12.478049999999724,F2,65
Liver,10,1.1399999999999983,Base case,0.9,0.5,0.5699999999999992,F2,65
Other,10,30.80999999999932,Base case,0.9,0.6,12.478049999999724,F2,65
Liver,10,1.1399999999999983,Base case,0.9,0.6,0.45599999999999935,F2,65
Other,10,30.80999999999932,Base case,0.9,0.7,12.478049999999724,F2,65
Liver,10,1.1399999999999983,Base case,0.9,0.7,0.3419999999999995,F2,65
Other,10,30.80999999999932,Base case,0.85,0.1,11.784824999999739,F2,65
Liver,10,1.1399999999999983,Base case,0.85,0.1,1.0259999999999985,F2,65
Other,10,30.80999999999932,Base case,0.85,0.2,11.784824999999739,F2,65
Liver,10,1.1399999999999983,Base case,0.85,0.2,0.9119999999999987,F2,65
Other,10,30.80999999999932,Base case,0.85,0.3,11.784824999999739,F2,65
Liver,10,1.1399999999999983,Base case,0.85,0.3,0.7979999999999987,F2,65
Other,10,30.80999999999932,Base case,0.85,0.4,11.784824999999739,F2,65
Liver,10,1.1399999999999983,Base case,0.85,0.4,0.6839999999999989,F2,65
Other,10,30.80999999999932,Base case,0.85,0.5,11.784824999999739,F2,65
Liver,10,1.1399999999999983,Base case,0.85,0.5,0.5699999999999992,F2,65
Other,10,30.80999999999932,Base case,0.85,0.6,11.784824999999739,F2,65
Liver,10,1.1399999999999983,Base case,0.85,0.6,0.45599999999999935,F2,65
Other,10,30.80999999999932,Base case,0.85,0.7,11.784824999999739,F2,65
Liver,10,1.1399999999999983,Base case,0.85,0.7,0.3419999999999995,F2,65
Other,10,30.80999999999932,Base case,1.05,0.1,14.55772499999968,F2,65
Liver,10,1.1399999999999983,Base case,1.05,0.1,1.0259999999999985,F2,65
Other,10,30.80999999999932,Base case,1.05,0.2,14.55772499999968,F2,65
Liver,10,1.1399999999999983,Base case,1.05,0.2,0.9119999999999987,F2,65
Other,10,30.80999999999932,Base case,1.05,0.3,14.55772499999968,F2,65
Liver,10,1.1399999999999983,Base case,1.05,0.3,0.7979999999999987,F2,65
Other,10,30.80999999999932,Base case,1.05,0.4,14.55772499999968,F2,65
Liver,10,1.1399999999999983,Base case,1.05,0.4,0.6839999999999989,F2,65
Other,10,30.80999999999932,Base case,1.1,0.5,15.250949999999664,F2,65
Liver,10,1.1399999999999983,Base case,1.1,0.5,0.5699999999999992,F2,65
Other,10,30.80999999999932,Base case,1.05,0.6,14.55772499999968,F2,65
Liver,10,1.1399999999999983,Base case,1.05,0.6,0.45599999999999935,F2,65
Other,10,30.80999999999932,Base case,1.05,0.7,14.55772499999968,F2,65
Liver,10,1.1399999999999983,Base case,1.05,0.7,0.3419999999999995,F2,65
Other,10,30.80999999999932,Base case,1.1,0.1,15.250949999999664,F2,65
Liver,10,1.1399999999999983,Base case,1.1,0.1,1.0259999999999985,F2,65
Other,10,30.80999999999932,Base case,1.1,0.2,15.250949999999664,F2,65
Liver,10,1.1399999999999983,Base case,1.1,0.2,0.9119999999999987,F2,65
Other,10,30.80999999999932,Base case,1.1,0.3,15.250949999999664,F2,65
Liver,10,1.1399999999999983,Base case,1.1,0.3,0.7979999999999987,F2,65
Other,10,30.80999999999932,Base case,1.1,0.4,15.250949999999664,F2,65
Liver,10,1.1399999999999983,Base case,1.1,0.4,0.6839999999999989,F2,65
Other,10,30.80999999999932,Base case,1.05,0.5,14.55772499999968,F2,65
Liver,10,1.1399999999999983,Base case,1.05,0.5,0.5699999999999992,F2,65
Other,10,30.80999999999932,Base case,1.1,0.6,15.250949999999664,F2,65
Liver,10,1.1399999999999983,Base case,1.1,0.6,0.45599999999999935,F2,65
Other,10,30.80999999999932,Base case,1.1,0.7,15.250949999999664,F2,65
Liver,10,1.1399999999999983,Base case,1.1,0.7,0.3419999999999995,F2,65
Other,10,4.430000000000012,Low,0,0,4.430000000000012,F2,45
Liver,10,1.0799999999999954,Low,0,0,1.0799999999999954,F2,45
Other,10,4.430000000000012,Low,0.95,0,1.8938250000000052,F2,45
Liver,10,1.0799999999999954,Low,0.95,0,1.0799999999999954,F2,45
Other,10,4.430000000000012,Low,0.9,0,1.794150000000005,F2,45
Liver,10,1.0799999999999954,Low,0.9,0,1.0799999999999954,F2,45
Other,10,4.430000000000012,Low,0.85,0,1.6944750000000046,F2,45
Liver,10,1.0799999999999954,Low,0.85,0,1.0799999999999954,F2,45
Other,10,4.430000000000012,Low,1,0.1,1.9935000000000056,F2,45
Liver,10,1.0799999999999954,Low,1,0.1,0.9719999999999958,F2,45
Other,10,4.430000000000012,Low,1,0.2,1.9935000000000056,F2,45
Liver,10,1.0799999999999954,Low,1,0.2,0.8639999999999963,F2,45
Other,10,4.430000000000012,Low,1,0.3,1.9935000000000056,F2,45
Liver,10,1.0799999999999954,Low,1,0.3,0.7559999999999967,F2,45
Other,10,4.430000000000012,Low,1,0.4,1.9935000000000056,F2,45
Liver,10,1.0799999999999954,Low,1,0.4,0.6479999999999972,F2,45
Other,10,4.430000000000012,Low,1,0.5,1.9935000000000056,F2,45
Liver,10,1.0799999999999954,Low,1,0.5,0.5399999999999977,F2,45
Other,10,4.430000000000012,Low,1,0.6,1.9935000000000056,F2,45
Liver,10,1.0799999999999954,Low,1,0.6,0.43199999999999816,F2,45
Other,10,4.430000000000012,Low,1,0.7,1.9935000000000056,F2,45
Liver,10,1.0799999999999954,Low,1,0.7,0.3239999999999987,F2,45
Other,10,4.430000000000012,Low,0.95,0.1,1.8938250000000052,F2,45
Liver,10,1.0799999999999954,Low,0.95,0.1,0.9719999999999958,F2,45
Other,10,4.430000000000012,Low,0.95,0.2,1.8938250000000052,F2,45
Liver,10,1.0799999999999954,Low,0.95,0.2,0.8639999999999963,F2,45
Other,10,4.430000000000012,Low,0.95,0.3,1.8938250000000052,F2,45
Liver,10,1.0799999999999954,Low,0.95,0.3,0.7559999999999967,F2,45
Other,10,4.430000000000012,Low,0.95,0.4,1.8938250000000052,F2,45
Liver,10,1.0799999999999954,Low,0.95,0.4,0.6479999999999972,F2,45
Other,10,4.430000000000012,Low,0.95,0.5,1.8938250000000052,F2,45
Liver,10,1.0799999999999954,Low,0.95,0.5,0.5399999999999977,F2,45
Other,10,4.430000000000012,Low,0.95,0.6,1.8938250000000052,F2,45
Liver,10,1.0799999999999954,Low,0.95,0.6,0.43199999999999816,F2,45
Other,10,4.430000000000012,Low,0.95,0.7,1.8938250000000052,F2,45
Liver,10,1.0799999999999954,Low,0.95,0.7,0.3239999999999987,F2,45
Other,10,4.430000000000012,Low,0.9,0.1,1.794150000000005,F2,45
Liver,10,1.0799999999999954,Low,0.9,0.1,0.9719999999999958,F2,45
Other,10,4.430000000000012,Low,0.9,0.2,1.794150000000005,F2,45
Liver,10,1.0799999999999954,Low,0.9,0.2,0.8639999999999963,F2,45
Other,10,4.430000000000012,Low,0.9,0.3,1.794150000000005,F2,45
Liver,10,1.0799999999999954,Low,0.9,0.3,0.7559999999999967,F2,45
Other,10,4.430000000000012,Low,0.9,0.4,1.794150000000005,F2,45
Liver,10,1.0799999999999954,Low,0.9,0.4,0.6479999999999972,F2,45
Other,10,4.430000000000012,Low,0.9,0.5,1.794150000000005,F2,45
Liver,10,1.0799999999999954,Low,0.9,0.5,0.5399999999999977,F2,45
Other,10,4.430000000000012,Low,0.9,0.6,1.794150000000005,F2,45
Liver,10,1.0799999999999954,Low,0.9,0.6,0.43199999999999816,F2,45
Other,10,4.430000000000012,Low,0.9,0.7,1.794150000000005,F2,45
Liver,10,1.0799999999999954,Low,0.9,0.7,0.3239999999999987,F2,45
Other,10,4.430000000000012,Low,0.85,0.1,1.6944750000000046,F2,45
Liver,10,1.0799999999999954,Low,0.85,0.1,0.9719999999999958,F2,45
Other,10,4.430000000000012,Low,0.85,0.2,1.6944750000000046,F2,45
Liver,10,1.0799999999999954,Low,0.85,0.2,0.8639999999999963,F2,45
Other,10,4.430000000000012,Low,0.85,0.3,1.6944750000000046,F2,45
Liver,10,1.0799999999999954,Low,0.85,0.3,0.7559999999999967,F2,45
Other,10,4.430000000000012,Low,0.85,0.4,1.6944750000000046,F2,45
Liver,10,1.0799999999999954,Low,0.85,0.4,0.6479999999999972,F2,45
Other,10,4.430000000000012,Low,0.85,0.5,1.6944750000000046,F2,45
Liver,10,1.0799999999999954,Low,0.85,0.5,0.5399999999999977,F2,45
Other,10,4.430000000000012,Low,0.85,0.6,1.6944750000000046,F2,45
Liver,10,1.0799999999999954,Low,0.85,0.6,0.43199999999999816,F2,45
Other,10,4.430000000000012,Low,0.85,0.7,1.6944750000000046,F2,45
Liver,10,1.0799999999999954,Low,0.85,0.7,0.3239999999999987,F2,45
Other,10,4.430000000000012,Low,1.05,0.1,2.0931750000000062,F2,45
Liver,10,1.0799999999999954,Low,1.05,0.1,0.9719999999999958,F2,45
Other,10,4.430000000000012,Low,1.05,0.2,2.0931750000000062,F2,45
Liver,10,1.0799999999999954,Low,1.05,0.2,0.8639999999999963,F2,45
Other,10,4.430000000000012,Low,1.05,0.3,2.0931750000000062,F2,45
Liver,10,1.0799999999999954,Low,1.05,0.3,0.7559999999999967,F2,45
Other,10,4.430000000000012,Low,1.05,0.4,2.0931750000000062,F2,45
Liver,10,1.0799999999999954,Low,1.05,0.4,0.6479999999999972,F2,45
Other,10,4.430000000000012,Low,1.1,0.5,2.1928500000000066,F2,45
Liver,10,1.0799999999999954,Low,1.1,0.5,0.5399999999999977,F2,45
Other,10,4.430000000000012,Low,1.05,0.6,2.0931750000000062,F2,45
Liver,10,1.0799999999999954,Low,1.05,0.6,0.43199999999999816,F2,45
Other,10,4.430000000000012,Low,1.05,0.7,2.0931750000000062,F2,45
Liver,10,1.0799999999999954,Low,1.05,0.7,0.3239999999999987,F2,45
Other,10,4.430000000000012,Low,1.1,0.1,2.1928500000000066,F2,45
Liver,10,1.0799999999999954,Low,1.1,0.1,0.9719999999999958,F2,45
Other,10,4.430000000000012,Low,1.1,0.2,2.1928500000000066,F2,45
